smiles,-logKd/Ki
CCCC(NC(=O)C(CC(C)C)NC(=O)C(CC=CCC(C)C)C(C)C)C(O)C(=O)NCC(=O)NC(C(=O)[O-])c1ccccc1,5.37
CNC(=O)NC(=[NH2+])NCCCC(NC(=O)C(C)NC(C)=O)C(=O)N(C)C(Cc1ccccc1)C(=O)NC(CC(=O)[O-])C(=O)[O-],5.37
Oc1ccccc1O,5.37
CC(N=Cc1ccc(C(N)=[NH2+])cc1O)C(=O)[O-],5.38
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],5.38
O=C([O-])C=Cc1ccc(B(O)O)cc1,5.38
O=C([O-])Cc1ccc(O)c(Cl)c1,5.39
CC(C)(CCl)C(=O)Nc1ccc(C(F)(F)F)cc1,5.4
CC(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.4
O=C([O-])c1ccc(O)c(Cl)c1,5.4
COc1ccccc1C=NOCCC(=O)[O-],5.44
COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C([NH3+])c1ccc(C(C)C)cc1,5.46
O=C([O-])c1ccccc1O,5.47
[NH3+]C(C(=O)[O-])C(OCc1ccccc1)C(=O)[O-],5.48
C[NH+](C)CCSC(Cc1ccccc1)=NOS(=O)(=O)[O-],5.48
C[NH2+]CCCCC(NC(=O)C(CO)NC(=O)C(CCCC[NH3+])NC(=O)C(CO)NC(C)=O)C(=O)NC(CC(=O)[O-])C(=O)NC(CCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.48
[NH3+]C(Cc1cc(Cl)c([N+](=O)[O-])cc1CCC(=O)[O-])C(=O)[O-],5.5
[NH3+]CC1CCC(C(=O)[O-])CC1,5.51
CCCCCCC#Cc1ccccc1C=CC(=O)[O-],5.52
Nc1ccccc1CO,5.54
O=C([O-])c1ccc(B(O)O)cc1,5.54
CC(C)CC([NH3+])C(=O)NCC(=O)NC(CCCC[NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.54
CC(N=Cc1cc(C(N)=[NH2+])ccc1O)C(=O)[O-],5.55
O=C([O-])c1ccccc1C(=O)[O-],5.55
CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,5.57
O=N[N+](=O)c1ccccc1,5.57
O=C([O-])C(=O)CC(=O)c1ccccc1,5.57
O=C([O-])C(F)=Cc1ccc(O)cc1,5.59
CSCCC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(B(O)O)C(C)C,5.59
Cc1ccc(C(C)C)c(O)c1,5.6
O=C([O-])C(Cl)Cc1ccccc1,5.62
O=C([O-])CC(=O)NC(CS)Cc1ccccc1,5.64
CSCCC(NC(C)=O)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)[O-])C(C)C,5.64
CC(=N)NCCCC(NC(=O)c1ccccc1C(=O)[O-])C(N)=O,5.66
CC(C)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CCC(=O)[O-])C(C)C)C(C)C)C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.66
CCCCCCCCCCCCOc1cccc(O)c1C(=O)[O-],5.66
CCC(C)C(NC(=O)C(CCSC)NC(C)=O)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-],5.67
CC(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)C,5.68
CCCCOC(=O)c1ccc(O)cc1,5.68
COCCCCC([NH2+]OCC[NH3+])c1ccc(C(F)(F)F)cc1,5.68
CCCCCCCOc1cccc(C(=O)[O-])c1,5.7
Nc1cccc(C(=O)[O-])c1,5.7
O=C(CC(O)C(=O)[O-])c1ccccc1,5.7
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(O)C(F)(F)F,5.7
CC(C)C(NC(=O)C(CO)NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-],5.72
CC(=N)NCCCC(NC(=O)c1ccccc1C(=O)[O-])C(N)=O,5.72
CCCCCCCCCCOc1cccc(C(=O)CC(O)C(=O)[O-])c1,5.72
CC(N=Cc1cc(C(N)=[NH2+])ccc1O)C(=O)[O-],5.74
O=C([O-])CNC(=O)C(CS)Cc1ccccc1,5.74
CC(C)CC(NC(=O)C(CCC(=O)[O-])NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CO)C(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)[O-])C(=O)[O-],5.74
NC(=[NH2+])NCCCC([NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1ccccc1)C(=O)NC(CS)C(N)=O,5.74
O=[N+]([O-])c1cccc(B(O)O)c1,5.77
COC(=O)CNC(=O)C(C)NC(=O)C(O)C([NH3+])c1ccc(C(F)(F)F)cc1,5.77
COC(=O)C(Cc1ccc(Br)cc1)NC(=O)CCCCCCC(=O)NO,5.77
CC(C)CC(NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C[NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],5.77
CC(N=Cc1ccc(C(N)=[NH2+])cc1O)C(=O)[O-],5.8
CC(=O)NC(CC(C)C)C(=O)NC(CO)Cc1ccccc1,5.8
Cc1ccc(NCCC[NH3+])c([N+](=O)[O-])c1,5.8
CCC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)[O-])NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C(CCSC)NC(=O)C([NH3+])C(C)O)C(C)C)C(C)O)C(=O)NC(CCSC)C(=O)[O-],5.8
CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)[O-],5.8
CCC(CSCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,5.82
O=C(NO)NC(Cc1ccccc1)C(=O)[O-],5.82
NS(=O)(=O)c1ccc(CCC(=O)[O-])cc1,5.82
CCC(CSCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,5.82
[NH3+]C(Cc1cc(Cl)c([N+](=O)[O-])cc1CCC(=O)[O-])C(=O)[O-],5.82
Nc1c(O)cccc1C(=O)[O-],5.85
Cc1ccc(S)c(S)c1,5.85
O=C([O-])Cc1ccc(O)c(Cl)c1,5.85
COc1ccc(S(=O)(=O)NC(C)C(=O)[O-])cc1,5.85
CN(C)c1ccc(C=O)cc1,5.86
CC(C)(C)CC(C)(C)c1ccc(O)cc1,5.86
CC(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.89
CNC(=O)c1cc([N+](=O)[O-])c(N(C)C)cc1OC,5.89
CC(NC(=O)C(CS)Cc1ccccc1)C(=O)NCC(N)=O,5.92
CC(=O)NC(Cc1ccc(Cl)cc1)B(O)O,5.92
CCC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])CCCC[NH3+])C(=O)[O-],5.92
[B+2]CNC(=O)c1c(OC)cccc1OC,5.92
NS(=O)(=O)c1ccccc1Cl,5.95
Cc1ccccc1C(O)=CC(=O)C(=O)[O-],5.96
CC(C)CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)[O-])C(C)C)C(C)O)C(C)C,5.98
CC(C)CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)[O-])C(C)C)C(C)O)C(C)C,5.98
[NH3+]CC1CCC(C(=O)[O-])CC1,6.0
CCC(C)C(NC(=O)C(C)NC(=O)C([NH3+])CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)C(=O)[O-],6.0
O=Cc1ccc(O)cc1,6.0
O=C(CC(=O)C(F)(F)F)c1ccc([N+](=O)[O-])cc1,6.0
CCC(C)C(NC(=O)C(C)[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)CC(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])CC(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)NC(CC(=O)[O-])CC(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C)CC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(=O)[O-])C(N)=O,6.0
CC(=O)c1ccc(O)cc1,6.01
O=C(CCCCCCC(=O)Nc1ccccc1)NO,6.02
[NH3+]C(Cc1ccc(F)cc1)C(=O)[O-],6.02
CCC(C)C(NC(=O)C([NH2+]CC(O)C([NH3+])CC(C)C)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC,6.02
O=[N+]([O-])c1ccc(O)c(O)c1,6.05
CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,6.05
O=C([O-])c1ccc(O)c(F)c1,6.05
O=C(CO)CC(Cc1ccccc1)C(=O)[O-],6.07
NS(=O)(=O)c1ccccc1,6.08
Cc1cc(O)ccc1Cl,6.1
CC(=O)CNC(=O)OCc1ccccc1,6.1
O=C([O-])C(=O)C=C(O)c1cccc(Br)c1,6.1
CCC(C)C(NC(=O)C([NH3+])CCCC[NH3+])C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(C(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(C)C)C(=O)O)C(C)CC)C(C)O)C(C)CC,6.11
OC1C(O)C(O)C(O)C(O)C1O,6.12
CCC(C)C(NC(=O)C(CCCC[NH3+])NC(=O)C(NC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])C(C)O)C(C)C)C(C)C)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)[O-],6.15
c1ccccc1,6.15
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(Cc1ccccc1)C(N)=O,6.17
CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccc(O)cc1)NC(=O)[O-])C(=O)[O-],6.17
CCC(C)C(NC(=O)CC(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)[NH3+])C(=O)NCC(=O)NC(C)C(=O)NC(CCC(N)=O)CC(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])CC(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)NC(CC(=O)[O-])CC(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C)CC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],6.17
[NH3+]CCCCCCCCCC(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NCCC1CCCCC1,6.17
O=C([O-])c1ccc(O)c(O)c1,6.17
CCC(C)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C([NH3+])CCCC[NH3+])C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)[O-])C(C)C,6.19
NS(=O)(=O)NC(Cc1ccccc1)C(=O)[O-],6.19
Oc1ccccc1S,6.2
CSCCC(NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(N)=O,6.2
NC(=[NH2+])c1ccc(CC(O)C(=O)[O-])cc1,6.21
[NH3+]CCCCC([NH3+])C(=O)NC(CC1CCCCC1)C(=O)NC(CCCC[NH3+])C(=O)[O-],6.21
CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)[O-],6.21
CCC(C)C([NH3+])C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(N)=O)C(=O)[O-])C(C)O)C(C)CC)C(C)O,6.21
CC(C=CC1C(C)CCCC1(C)C)=CCCC(C)CCO,6.22
CCC(C)C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCC[NH3+])C(=O)[O-])C(C)C,6.22
CCC(C)C(NC(C)=O)C(=O)NC(C)C(=O)NC(CO)Cc1ccccc1,6.22
CC(C)CC(NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CO)C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O,6.22
CC(C)COC(=O)NC(CCC(=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(CC(F)F)C(=O)NCCc1ccc(C(=O)[O-])cc1Cl,6.22
O=C([O-])C(=O)C=C(O)c1ccccc1Br,6.22
N#CC(=Cc1ccc(O)c(O)c1)C([NH3+])O,6.24
CC(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)C,6.25
CCCCCCOc1cccc(CCCNC(=O)CC(O)C(=O)[O-])c1,6.25
CC(C)CC(NC(=O)C(C)NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)N(C)C)C(=O)[O-],6.25
COC(C(=O)NCCOc1c(C)cc(C)cc1C)C(O)C(O)C(O)C=CC(C)(C)C,6.27
CC([NH3+])C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CO)C(=O)NC(CCC(=O)[O-])C(=O)NCC(=O)NC(Cc1ccc(O)cc1)C(=O)[O-])C(C)O,6.27
COc1ccc(CC(NC(=O)C(CS)CC(C)C)C(=O)[O-])cc1,6.28
CC(C)CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(F)cc1)C(N)=O,6.28
CCCCCCCCOc1ccc(C(=O)CC(O)C(=O)[O-])cc1,6.29
C#CCC(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(C)NC(=O)C(CCC)NC(=O)C(C)([NH3+])c1ccccc1)C(C)CC)C(C)CC)C(C)O)C(=O)[O-],6.29
CC(c1cccc(O)c1)[NH+](C)C,6.3
O=C(CCCCCCC(=O)Nc1ccccc1)NO,6.32
CC(C)=CCN(CC[NH3+])S(=O)(=O)c1ccc(C(N)=O)cc1,6.32
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],6.32
O=C([O-])CC(Cc1ccccc1)C(=O)[O-],6.35
CC(NC(=O)C(Cc1ccccc1)C(=O)NO)C(=O)NCCO,6.37
NC(=O)c1ccc(I)c([N+](=O)[O-])c1,6.38
CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccccc1)NC(C)=O,6.4
CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,6.4
[NH3+]C(Cc1ccc(I)cc1)C(=O)NO,6.4
OC[NH+](O)CCCc1ccccc1,6.4
NS(=O)(=O)c1ccc(CCC(=O)[O-])cc1,6.4
CC(C)(C)OC(=O)NC(Cc1ccccc1)CN(O)C=O,6.4
O=C([O-])c1cccc(O)c1O,6.4
O=C(NCB(O)O)c1ccccc1[N+](=O)[O-],6.44
NC(=[NH2+])NCCCC([NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,6.45
COCC(NC(C)=O)C(=O)NCc1ccccc1,6.48
NS(=O)(=O)c1ccccc1F,6.5
O=C([O-])C(S)Cc1ccccc1,6.52
CC(C)CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCC[NH3+])NC(=O)C(C)NC(=O)C(CO)NC(=O)C[NH3+])C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CCC(=O)[O-])C(=O)[O-],6.52
O=C(C=Cc1ccc(Cl)cc1Cl)NO,6.52
CCOC(=O)CCc1ccc(S(N)(=O)=O)cc1,6.52
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(C)C)C(C)C)C(=O)NC(C(=O)[O-])C(C)O,6.52
CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,6.52
C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,6.52
O=C([O-])C(S)Cc1c(Cl)ccc(Cl)c1Cl,6.52
CCC(C)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)[NH3+])C(C)C)C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)[O-],6.52
CCC(C)C(BO)NC(=O)C(C)NC(=O)OCc1ccccc1,6.52
CCCCCc1cc(OC)c(CC=C(C)C)c(O)c1C(=O)[O-],6.54
CSCCC(NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)[O-],6.54
C=CCc1ccc(O)c(OC)c1,6.55
CCC(=O)OC(CCOCc1ccccc1)C(C)C(O)C(C)CCC(=O)C(C)C(OC(C)=O)C(C)C=CN(C)C=O,6.55
CCCCCCCCC(=O)c1cc(O)c(O)c(O)c1,6.57
[NH3+]CCCCC([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCCC[NH3+])C(=O)[O-],6.59
CC(C)CC(NC(=O)C(C)NC(=O)C([NH3+])CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)CC(=O)[O-],6.6
CCCCCCCC(=O)c1cc(OC)c(OC)c(OC)c1CC(=O)OCC,6.6
C#Cc1cccc(S(N)(=O)=O)c1,6.61
CS(=N)(=N)CC(Cc1ccccc1)C(=O)[O-],6.66
O=C([O-])C(CS)CCCc1ccccc1,6.66
NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,6.68
CC(C)CC([NH3+])C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(=O)NC(CO)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-])C(C)O,6.7
CCC(C)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)[NH3+])C(C)C)C(C)O)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)[O-],6.7
Oc1cccc(O)c1,6.72
[NH3+]C(Cc1ccccc1)C(=O)[O-],6.74
O=C(CCCCCCC(=O)Nc1ccccc1)NO,6.74
CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCSC)NC(=O)C(CC(=O)[O-])NC(=O)C([NH3+])CCC(=O)[O-])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(=O)[O-])C(=O)[O-],6.74
CC(C=CC=C(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)=CC(=O)[O-],6.8
OC[NH+](O)CCCc1ccccc1,6.8
O=C([O-])C(Cc1ccccc1)CC(O)(O)C[N+](=O)[O-],6.8
O=S(=O)([O-])OC1C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-],6.8
O=C([O-])C(Cc1ccccc1)C[N+](=O)[O-],6.82
CC(C)CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(C)C(=O)[O-],6.82
CC(C)CC([NH3+])C(=O)NC(CO)C(=O)NC(CS)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-],6.82
CC(NC(=O)C(NC(=O)C(F)(F)F)C(C)C)C(=O)Nc1ccc(C(F)(F)F)cc1,6.85
CCCS(=O)(=O)NC(C(=O)NC(CCSC)C(=O)NCc1ccc(C(N)=[NH2+])cc1)C(C)O,6.89
COc1ccc(S(=O)(=O)N(CC(=O)N=O)CC(C)C)cc1,6.89
CC(C=CC(=O)NO)=CC(C)C(=O)c1ccc(N(C)C)cc1,6.89
CC(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)C,6.92
NS(=O)(=O)c1cccc(F)c1,6.93
CC(C)SCCC([NH3+])C(O)C(=O)NNC(=O)c1cccc(Cl)c1,6.96
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.96
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(CO)NC(=O)C(C)[NH3+])C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)[O-],7.0
[NH3+]CCCCC([NH3+])C(=O)NC(CCc1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)[O-],7.03
CCOC(=O)C(CCNC(=O)OC(C)(C)C)(Cc1ccc(NS(=O)(=O)[O-])cc1)C(=O)OCC,7.05
Oc1cc(Cl)cc(Cl)c1O,7.05
Oc1ccc(O)cc1,7.05
CCNC(=O)c1ccc(S(N)(=O)=O)cc1,7.07
CC(O)C(NC(=O)Cc1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)NCC=N,7.1
Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,7.12
NS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1,7.13
CC(C)CC(NC(=O)C(CCCC[NH3+])NC(=O)C(F)(F)F)C(=O)Nc1ccc(C(C)C)cc1,7.15
CC(C)CC(NC(=O)C(CCCC[NH3+])NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],7.15
O=S(=O)(Cc1ccccc1)NCB(O)O,7.15
CCC(C)CNC(=O)CC(O)C(CC(C)C)NC(=O)C(CCCCNC(=S)NC)NC(=O)C(Cc1ccccc1)NS(=O)(=O)N(C)C,7.16
CC(C)C(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)NC(Cc1ccccc1)C(=O)[O-])C(=O)NC(CO)CCCNC(N)=[NH2+],7.16
O=C(CNS(=O)(=O)c1ccc(F)cc1)NO,7.19
Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O,7.2
CN(C)c1ccc(C(=O)NCCCCCCC(=O)N=O)cc1,7.2
O=C(CNS(=O)(=O)c1ccccc1)NO,7.21
COc1cc(O)c(CCC(=O)[O-])cc1C(O)CC(C)C,7.23
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,7.24
CC(C=Cc1c(C)cc(O)c(C)c1C)=CC=CC(C)=CC(=O)[O-],7.24
CCCCNS(=O)(=O)c1ccccc1,7.26
[NH3+]CCCCC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)[O-],7.28
C=C(C)C=CC1C(C)CCCC1(C)C,7.29
CCC(NC(=O)C(O)C(C)NC(=O)C(CC(=O)N(C)C)NC(=O)C(NC(=O)C(NC(=O)CCCCC[NH3+])C(C)(C)C)C(C)(C)C)c1ccccc1,7.3
CCC(NC(=O)C(O)C(C)NC(=O)C(CC(=O)N(C)C)NC(=O)C(NC(=O)C(NC(=O)CCCCC[NH3+])C(C)(C)C)C(C)(C)C)c1ccccc1,7.3
